Name,Gender,Country,Party,Position,Branch,YearTookOffice,YearLeftOffice,Status,Twitter,source_file
James G. Donovan,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James G. Hampton,Male,United States,Whig Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James G. King,Male,United States,Whig Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James G. Maguire,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James G. Monahan,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James G. O'Hara,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James G. Polk,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James G. Scrugham,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James G. Strong,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Gamble,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Garland,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Geddes,Male,United States,,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Gerry,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Gholson,Male,United States,National Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Gillespie,Male,United States,,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Gillett,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Girard Lindsley,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Gordon,Male,United States,,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Grafton Spencer,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Graham,Male,United States,Whig Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Grove Fulton,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Cassidy,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Cravens,Male,United States,Whig Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Davidson,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Davis,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Duncan,Male,United States,Whig Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Fay,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Gildea,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Goss,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Graham,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. MacLafferty,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Maloney,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. O'Brien,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Osmer,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
"James H. Platt, Jr.",Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Scheuer,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Sinclair,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Slater,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Southard,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James H. Torrens,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hall Huling,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hamilton,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hardin Peterson,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Harlan,Male,United States,Whig Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Harper,Male,United States,National Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Harry Covington,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hawkes,Male,United States,,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hay,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Heller,Male,United States,,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Henderson Imlay,Male,United States,,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Henry Dickey Henderson,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Henry Lane,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Henry Mays,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Henry McLean,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Henry Randolph,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hepburn Campbell,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Herron Hopkins,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hobson Morrison,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hodge Codding,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Holland,Male,United States,,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Houston Thomas,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hugh Ward,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hughes,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Humphrey,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hutchins Johnson,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Hutchinson Woodworth,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James I. Dolliver,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Indus Farley,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Irvin,Male,United States,Whig Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Irvine Dungan,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Isaac Van Alen,Male,United States,Democratic-Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Israel Standifer,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James Iver McKay,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
James J. Belden,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,,query.csv
